activity_name,product_name,geography,time_period,sector,unit,cas_number
"treatment of blast furnace gas, in power plant","electricity, high voltage",TR,1980 - 2025,Electricity; Waste Treatment & Recycling; Heat,kWh,
"treatment of blast furnace gas, in power plant","heat, district or industrial, other than natural gas",TW,1980 - 2025,Electricity; Waste Treatment & Recycling; Heat,MJ,
"treatment of blast furnace gas, in power plant","electricity, high voltage",TW,1980 - 2025,Electricity; Waste Treatment & Recycling; Heat,kWh,
"treatment of blast furnace gas, in power plant","heat, district or industrial, other than natural gas",UA,1980 - 2025,Electricity; Waste Treatment & Recycling; Heat,MJ,
"treatment of blast furnace gas, in power plant","electricity, high voltage",UA,1980 - 2025,Electricity; Waste Treatment & Recycling; Heat,kWh,
"treatment of blast furnace sludge, residual material landfill",blast furnace sludge,CH,2010 - 2025,Waste Treatment & Recycling; Metals,kg,
"treatment of blast furnace sludge, residual material landfill",blast furnace sludge,Europe without Switzerland,2010 - 2025,Waste Treatment & Recycling; Metals,kg,
"treatment of blast furnace sludge, residual material landfill",blast furnace sludge,RoW,2010 - 2025,Waste Treatment & Recycling; Metals,kg,
"treatment of bottom ash, MSWI, aluminium in car shredder residue, slag compartment","bottom ash, MSWI, aluminium in car shredder residue",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, biowaste, slag compartment","bottom ash, MSWI, biowaste",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, cake from recycling of waste plastic, WEEE, slag compartment","bottom ash, MSWI, cake from recycling of waste plastic, WEEE",RER,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, cake from sorting of waste plastic, slag compartment","bottom ash, MSWI, cake from sorting of waste plastic",RER,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, coating from waste CRT display, slag compartment","bottom ash, MSWI, coating from waste CRT display",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, copper in car shredder residue, slag compartment","bottom ash, MSWI, copper in car shredder residue",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, digester sludge, slag compartment","bottom ash, MSWI, digester sludge",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, hard coal ash, slag compartment","bottom ash, MSWI, hard coal ash",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, LDPE in waste fresh milk carton (chilled), post-industrial, slag compartment","bottom ash, MSWI, LDPE in waste fresh milk carton (chilled), post-industrial",RER,1994 - 2025,Waste Treatment & Recycling; Pulp & Paper,kg,
"treatment of bottom ash, MSWI, LDPE/Alu in waste juice carton (ambient), post-industrial, slag compartment","bottom ash, MSWI, LDPE/Alu in waste juice carton (ambient), post-industrial",RER,1994 - 2025,Waste Treatment & Recycling; Pulp & Paper,kg,
"treatment of bottom ash, MSWI, LDPE/Alu in waste UHT milk carton (ambient), post-industrial, slag compartment","bottom ash, MSWI, LDPE/Alu in waste UHT milk carton (ambient), post-industrial",RER,1994 - 2025,Waste Treatment & Recycling; Pulp & Paper,kg,
"treatment of bottom ash, MSWI, lead in car shredder residue, slag compartment","bottom ash, MSWI, lead in car shredder residue",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, lignite ash, slag compartment","bottom ash, MSWI, lignite ash",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",AT,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",BE,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",BG,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",CA,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",CY,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",CZ,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",DE,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",DK,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",EE,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",ES,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",FI,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",FR,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",GB,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",GR,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",HR,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",HU,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",IE,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",IS,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",IT,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",JP,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",KR,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",LT,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",LU,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",LV,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",MT,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",NL,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",NO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",PL,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",PT,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",RO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",RoW,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",RU,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",SE,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",SI,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",SK,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",TR,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, municipal solid waste, slag compartment","bottom ash, MSWI, municipal solid waste",TW,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, raw sewage sludge, slag compartment","bottom ash, MSWI, raw sewage sludge",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, residue from mechanical treatment, CRT display, slag compartment","bottom ash, MSWI, residue from mechanical treatment, CRT display",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, residue from mechanical treatment, desktop computer, slag compartment","bottom ash, MSWI, residue from mechanical treatment, desktop computer",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, residue from mechanical treatment, industrial device, slag compartment","bottom ash, MSWI, residue from mechanical treatment, industrial device",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, residue from mechanical treatment, IT accessory, slag compartment","bottom ash, MSWI, residue from mechanical treatment, IT accessory",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, residue from mechanical treatment, laptop computer, slag compartment","bottom ash, MSWI, residue from mechanical treatment, laptop computer",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, residue from mechanical treatment, laser printer, slag compartment","bottom ash, MSWI, residue from mechanical treatment, laser printer",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, residue from mechanical treatment, LCD, slag compartment","bottom ash, MSWI, residue from mechanical treatment, LCD",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, residue from shredder fraction from manual dismantling, slag compartment","bottom ash, MSWI, residue from shredder fraction from manual dismantling",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, residues from sorting of waste plastic, slag compartment","bottom ash, MSWI, residues from sorting of waste plastic",RER,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, sieving machine sludge from recycling of HDPE, slag compartment","bottom ash, MSWI, sieving machine sludge from recycling of HDPE",RER,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, spent anion exchange resin from potable water production, slag compartment","bottom ash, MSWI, spent anion exchange resin from potable water production",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, spent cation exchange resin from potable water production, slag compartment","bottom ash, MSWI, spent cation exchange resin from potable water production",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, steel in car shredder residue, slag compartment","bottom ash, MSWI, steel in car shredder residue",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, used LCD module, slag compartment","bottom ash, MSWI, used LCD module",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, waste aluminium, slag compartment","bottom ash, MSWI, waste aluminium",Europe without Switzerland,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, waste aluminium, slag compartment","bottom ash, MSWI, waste aluminium",RoW,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, waste bitumen sheet, slag compartment","bottom ash, MSWI, waste bitumen sheet",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
"treatment of bottom ash, MSWI, waste building wood, chrome preserved, slag compartment","bottom ash, MSWI, waste building wood, chrome preserved",GLO,1994 - 2025,Waste Treatment & Recycling,kg,
